,Unnamed: 0,사업장명,업태구분명,상세영업상태명,도로명전체주소,진료과목내용명,소재지전화,병상수,의료인수,입원실수,총면적_scaler,경도,위도
4736,4736,온정한의원,한의원,영업중,"서울특별시 노원구 상계로27길 12, 경인빌딩 2층 203호 (상계동)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",02-6956-8270,0,1,0,0.0004393677044001,127.06784668528756,37.65916931948891
4737,4737,성모나무정신건강의학과의원,의원,영업중,"서울특별시 노원구 화랑로 337, 3층 303호 (월계동)",정신건강의학과,02-6925-0002,0,2,0,0.0002379261347416,127.0622393460096,37.61528425258585
4738,4738,좋은날치과의원,치과의원,영업중,서울특별시 노원구 공릉로43길 1 (공릉동),"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",02-6436-2875,0,1,0,0.0003142386176423,127.0764522702101,37.62604867659823
4739,4739,88플러스내과의원,의원,영업중,"서울특별시 노원구 동일로192길 74, 201,202호 (공릉동, 우은빌딩)",내과,02-972-8800,0,1,0,0.0007052099209881,127.07410002228536,37.62711114156336
4740,4740,닥터권치과의원,치과의원,영업중,"서울특별시 노원구 공릉로 360, 2층 (하계동)","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과",02-6228-2828,0,2,0,0.0003456990187807,127.06696180526912,37.63888705888758
4741,4741,바른이정치과의원,치과의원,영업중,"서울특별시 노원구 덕릉로 603, 삼화빌딩 2층 (중계동)","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",02-6317-2875,0,1,0,0.0003014498366918,127.06993473261824,37.65181938853001
4742,4742,연세기린소아청소년과의원,의원,영업중,"서울특별시 노원구 상계로1길 38, 금문 3층 전체호 (상계동)","내과, 소아청소년과, 이비인후과, 피부과",02-930-2500,0,1,0,0.0002249363872333,127.05882802647508,37.65771730702466
4743,4743,치우치과의원,치과의원,영업중,"서울특별시 노원구 동일로 1417, 삼양빌딩 6층 (상계동)","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과, 통합치의학과",02-939-8275,0,2,0,0.0015039606397861,127.0570693073285,37.6550936658477
4744,4744,태능성심의원,의원,영업중,"서울특별시 노원구 동일로 987, 지하1층, 2층 일부 (공릉동)","내과, 가정의학과",02-970-0920,0,1,0,0.0005791490801897,127.07210581834327,37.61825783721948
4745,4745,노원센트럴의원,의원,영업중,"서울특별시 노원구 덕릉로126길 2, 201,202호 (상계동)","내과, 신경과, 외과, 정형외과, 산부인과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 가정의학과, 응급의학과",02-2242-8602,0,5,0,0.0006517345469277,127.07850820783688,37.670177502597866
4746,4746,더조은내과의원,의원,영업중,"서울특별시 노원구 동일로 1077, 스테이션빌 빌딩 2층 (공릉동)","내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 가정의학과",02-948-1400,0,1,0,0.0003405469670264,127.06951558774745,37.626041176045526
4747,4747,태릉정원내과의원,의원,영업중,"서울특별시 노원구 동일로 1005, 대정빌딩 5,6층 (공릉동)","내과, 신경과, 정신건강의학과, 외과, 정형외과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과",02-979-0333,0,4,0,0.0008767988219705,127.07162000956602,37.6199278155125
4748,4748,몸편한내과의원,의원,영업중,"서울특별시 노원구 덕릉로 744, 금강빌딩 2층 (상계동)","내과, 신경과, 산부인과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과",02-930-1900,0,2,0,0.0004457803645624,127.07369085556331,37.663859784745696
4749,4749,노원진마취통증의학과의원,의원,영업중,"서울특별시 노원구 공릉로 105, 성종빌딩 2,3층 (공릉동)","정형외과, 신경외과, 마취통증의학과, 피부과, 재활의학과",02-979-7553,12,1,4,0.0008306861318002,127.074959499545,37.61961912716697
4750,4750,맑은숨이비인후과의원,의원,영업중,"서울특별시 노원구 초안산로2라길 26, 상가동 201,202,203,205호 (월계동, 월계센트럴아이파크아파트)","신경과, 소아청소년과, 이비인후과",02-993-0555,2,2,2,0.0004013119462286,127.05484650953242,37.63119341585329
4751,4751,서울공릉재활의학과의원,의원,영업중,"서울특별시 노원구 동일로 1028, 한의학명가 2층 (공릉동)","정형외과, 신경외과, 마취통증의학과, 재활의학과",02-949-7440,0,3,0,0.0005627063618247,127.07169638922876,37.62200831663675
4752,4752,이오치과의원,치과의원,영업중,"서울특별시 노원구 노원로 540, 상계주공아파트 9단지상가 117호 (상계동)","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과",02-3482-2875,0,1,0,6.357851101136877e-05,127.0565054443108,37.661457428966365
4753,4753,온재한의원,한의원,영업중,"서울특별시 노원구 한글비석로 361, 성화빌딩 1층 (중계동)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",02-6952-8210,0,1,0,0.0003622878946423,127.07170644167516,37.657859897994086
4754,4754,공릉성모마취통증의학과의원,의원,영업중,"서울특별시 노원구 공릉로43길 1, 4층 (공릉동)","내과, 외과, 정형외과, 신경외과, 흉부외과, 마취통증의학과, 소아청소년과, 안과, 이비인후과, 피부과, 재활의학과, 가정의학과",02-979-1231,0,1,0,0.0006522278284786,127.0764522702101,37.62604867659823
4755,4755,이가영산부인과의원,의원,영업중,"서울특별시 노원구 한글비석로 270, 스카이타워 (중계동)",산부인과,02-952-0997,0,1,0,0.0002002357703116,127.074541808661,37.65155821352851
4756,4756,삼성플란트치과의원,치과의원,영업중,"서울특별시 노원구 공릉로59길 28 (하계동, 미성아파트)","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",02-6956-8275,0,1,0,0.0001655233648744,127.06665127372938,37.6346826453585
4757,4757,하나이비인후과의원,의원,영업중,"서울특별시 노원구 동일로 1405, 국민은행노원지점 5층 (상계동)",이비인후과,02-952-8883,2,2,2,0.0004954373740247,127.05732791519104,37.65381986709348
4758,4758,중계하늘의원,의원,영업중,"서울특별시 노원구 동일로 1308, 정안프라자 2층 205호 (중계동)","내과, 정형외과, 이비인후과, 피부과, 비뇨의학과, 가정의학과",02-933-8891,0,1,0,0.0002773338497564,127.0632098514752,37.64700126304631
4759,4759,서울미소치과의원,치과의원,영업중,"서울특별시 노원구 초안산로2라길 26, 2층 208호,209호 (월계동, 월계센트럴아이파크)",치과보철과,02-904-2080,0,1,0,0.000209187916977,127.05417868981952,37.6305377521712
4760,4760,로담한의원,한의원,영업중,"서울특별시 노원구 동일로 1413, 남성빌딩 8층 (상계동)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",02-936-7787,0,1,0,0.000286834087034,127.05712681785532,37.65476572035089
4761,4761,더웰내과의원,의원,영업중,"서울특별시 노원구 한글비석로 383, 삼창타워프라자 2층 12호 (중계동)","내과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과",02-2135-8458,0,5,0,0.0004487583235552,127.06977059178708,37.65897034810771
4762,4762,한음 한방신경정신과 한의원,한의원,영업중,"서울특별시 노원구 상계로 70, 화랑빌딩 5층 (상계동)",한방신경정신과,02-933-1075,0,1,0,0.0003416431482507,127.05987163830063,37.65602098268402
4763,4763,중계은행사거리 마취통증의학과의원,의원,영업중,"서울특별시 노원구 중계로 206, 세일학원 2층 (중계동)","정형외과, 신경외과, 마취통증의학과, 재활의학과",02-931-7578,0,1,0,0.0006215347541973,127.07464080713837,37.65087145343028
4764,4764,경희오늘한의원,한의원,영업중,"서울특별시 노원구 동일로 1366, 삼봉빌딩 4층 (상계동)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과",02-935-5500,0,1,0,0.0004227605588514,127.0591080514957,37.65055679972839
4765,4765,중계수내과의원,의원,영업중,"서울특별시 노원구 한글비석로 273, 대웅빌딩 3층 (중계동)","내과, 신경과, 이비인후과",02-930-0310,0,1,0,0.0005983322516156,127.07430124911612,37.65217587485926
4766,4766,광덕안정한의원,한의원,영업중,"서울특별시 노원구 노해로 494, 고려빌딩 502호 (상계동)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",02-930-1075,0,3,0,0.0001787506183147,127.06010842018412,37.6545113601108
4767,4767,경희현한의원,한의원,영업중,"서울특별시 노원구 상계로5길 12, 304호 (상계동, 동양메이저아파트)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",02-931-1075,0,1,0,0.0001181683359831,127.0610853261371,37.65763632258553
4768,4768,김영득마취통증의학과의원,의원,영업중,"서울특별시 노원구 상계로 320, 불암빌딩 3층 (상계동)","내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 재활의학과",02-6231-0075,0,1,0,0.0002411598693534,127.07790449093116,37.6702521076466
4769,4769,예쁨주의쁨의원,의원,영업중,"서울특별시 노원구 동일로 1405, 국민은행노원지점 6층 (상계동)","성형외과, 피부과",02-518-5020,0,1,0,0.0011327388681654,127.05732791519104,37.65381986709348
4770,4770,노원스카이정형외과의원,의원,영업중,"서울특별시 노원구 동일로 1405, 국민은행노원지점 7층 (상계동)","정형외과, 신경외과, 마취통증의학과, 재활의학과",02-6956-3911,2,2,1,0.0011284272220164,127.05732791519104,37.65381986709348
4771,4771,두리이비인후과의원,의원,영업중,"서울특별시 노원구 동일로 1077, 스테이션빌 빌딩 3층 1호 (공릉동)",이비인후과,02-6953-1282,1,1,1,0.0002639969781937,127.06951558774745,37.626041176045526
4772,4772,무양한의원,한의원,영업중,서울특별시 노원구 한글비석로 97 (하계동),"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",02-949-1333,0,1,0,0.0002185054573838,127.07000240728404,37.63864733145675
4773,4773,상계나무마취통증의학과의원,의원,영업중,"서울특별시 노원구 동일로 1533, 백산빌딩 302호 (상계동)","내과, 정형외과, 신경외과, 마취통증의학과",02-2039-5351,0,1,0,0.000201331951536,127.05432955323316,37.66534537079593
4774,4774,맑을아 의원,의원,영업중,"서울특별시 노원구 노해로81길 5-6, 노원스퀘어 3층 (상계동)","피부과, 가정의학과",02-930-9302,0,1,0,0.0003287630188648,127.05949654608254,37.65522905335258
4775,4775,브라보마취통증의학과의원,의원,영업중,"서울특별시 노원구 상계로27길 32, 3층 (상계동)","내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 이비인후과, 재활의학과, 가정의학과",02-938-8275,0,1,0,0.0006110296841308,127.06698329284409,37.65996852380085
4776,4776,서울이니셜치과의원,치과의원,영업중,"서울특별시 노원구 중계로 202, 신아프라자 202,203호 (중계동)","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",02-6677-2080,0,2,0,0.0003204503112469,127.0749148031318,37.65086802496433
4777,4777,뉴욕굿모닝치과의원,치과의원,영업중,"서울특별시 노원구 동일로 1366, 삼봉빌딩 2층 (상계동)","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",02-938-7528,0,1,0,0.0002203324260911,127.0591080514957,37.65055679972839
4778,4778,닥터에버스의원,의원,영업중,"서울특별시 노원구 노해로 492, 프린스빌딩 9층 901,902,903호 (상계동)","피부과, 가정의학과",02-932-2010,0,3,0,0.0005037500816426,127.05979840804414,37.654440828961945
4779,4779,지음치과의원,치과의원,영업중,"서울특별시 노원구 동일로 1073, 기업은행 2층 (공릉동)","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",02-6314-2828,0,1,0,0.0005613544049814,127.06966047098936,37.62575792016069
4780,4780,퀸즈성형외과의원,의원,영업중,"서울특별시 노원구 동일로 1689, 203, 216호 (상계동, 하이베라스)","외과, 성형외과, 피부과",02-937-0709,0,1,0,0.0002674316793633,127.05199633431089,37.67911938765613
4781,4781,삼성바른내과의원,의원,영업중,"서울특별시 노원구 한글비석로 270, 스카이타워 5층 (중계동)","내과, 신경과, 외과, 정형외과, 마취통증의학과, 소아청소년과, 이비인후과, 영상의학과, 병리과, 진단검사의학과, 가정의학과, 예방의학과",02-3392-2475,0,4,0,0.0006149576668513,127.074541808661,37.65155821352851
4782,4782,중계수치과의원,치과의원,영업중,"서울특별시 노원구 한글비석로 242 (중계동, 삼부프라자)",치과,02-3392-2828,0,1,0,0.0002101379407048,127.07407328689588,37.64930968296671
4783,4783,이바른치과교정과치과의원,치과의원,영업중,"서울특별시 노원구 노해로 494, 401호 (상계동, 고려빌딩)",치과,932-2885,0,1,0,0.0002164592524318,127.06010842018412,37.6545113601108
4784,4784,연세정형외과의원,의원,영업중,"서울특별시 노원구 한글비석로 438 (상계동, 연세정형외과)","내과, 정형외과, 신경외과, 비뇨의학과",02-936-7940,24,1,8,0.0011549182682711,127.06602949469116,37.66323578360027
4785,4785,예원내과의원,의원,영업중,서울특별시 노원구 광운로 45 (월계동),내과,943-7715,0,1,0,0.0001949558307477,127.05617180260072,37.62149516190115
4786,4786,서울가정의학과의원,의원,영업중,"서울특별시 노원구 중계로14길 29, 2층 (중계동)","내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 가정의학과",02-937-4637,0,1,0,0.0001885614402725,127.07911657571042,37.64985184677758
4787,4787,청치과의원,치과의원,영업중,"서울특별시 노원구 덕릉로 814, 6층 (상계동, 재원빌딩)","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",02-936-1936,0,1,0,0.000238766540347,127.07768696877088,37.669305329790106
4788,4788,등초당한의원,한의원,영업중,서울특별시 노원구 한글비석로 271 (중계동),"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 사상체질과, 침구과",02-936-4655,0,1,0,0.0002528707387667,127.07413491282963,37.65199473675682
4789,4789,명가한의원,한의원,영업중,"서울특별시 노원구 동일로 1529, 308호 (상계동, 합동빌딩)","한방내과, 한방부인과, 한방안·이비인후·피부과, 침구과",02-938-0075,0,1,0,0.0001890181824493,127.0544101993848,37.6650981326593
4790,4790,석계항맥외과의원,의원,영업중,"서울특별시 노원구 화랑로 321, 3층 (월계동)",외과,02-911-9933,5,1,3,0.0003129597395473,127.0606072591714,37.61469279357377
4791,4791,명인한의원,한의원,영업중,서울특별시 노원구 덕릉로126길 11 (상계동),"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",02-3392-1025,2,1,1,0.0003617398040302,127.0789172612938,37.67063302499772
4792,4792,서울미치과교정과치과의원,치과의원,영업중,"서울특별시 노원구 노해로 492, 3층 5호 (상계동, 프린스빌딩)",치과,02-930-6227,0,1,0,0.000224114251315,127.05979840804414,37.654440828961945
4793,4793,김호철방사선과의원,의원,영업중,"서울특별시 노원구 동일로 1549, 2층 (상계동, 양성빌딩)",영상의학과,936-1117,0,1,0,0.0004468948154738,127.0539906651162,37.66671612487872
4794,4794,김홍란치과의원,치과의원,영업중,"서울특별시 노원구 동일로228길 35, 청수빌딩 203호 (상계동)",치과,952-0689,0,1,0,7.972891438322222e-05,127.05614302008404,37.66794097601644
4795,4795,연세이비인후과의원,의원,영업중,"서울특별시 노원구 동일로 1005, 2층 (공릉동, 대정빌딩)",이비인후과,02-976-7033,0,1,0,0.0002411233299793,127.07162000956602,37.6199278155125
4796,4796,민현조내과의원,의원,영업중,"서울특별시 노원구 동일로 1101, 5층 (공릉동, 하니빌딩)",내과,948-3456,0,8,0,0.0006465276861121,127.0683826111038,37.62814129637385
4797,4797,천내과의원,의원,영업중,"서울특별시 노원구 동일로 1343, 301호 (상계동, 동일프라자)",내과,3296-3311,0,1,0,0.0003074971031127,127.05909620227374,37.648492641760846
4798,4798,류용도치과의원,치과의원,영업중,"서울특별시 노원구 한글비석로 384, 대호프라자 302호 304호 (중계동)",치과,952-6169,0,2,0,0.0003113885464591,127.07041392290752,37.65984142017503
4799,4799,상계바론정형외과의원,의원,영업중,"서울특별시 노원구 한글비석로 383, 2층 (중계동, 삼창타워프라자)","내과, 외과, 정형외과, 신경외과, 소아청소년과, 피부과, 비뇨의학과, 재활의학과",02-951-9966,23,3,8,0.0021572115707409,127.06977059178708,37.65897034810771
4800,4800,달라스치과의원,치과의원,영업중,"서울특별시 노원구 동일로 1363, 4층 (상계동, 명지프라자빌딩)","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",02-931-5165,0,2,0,0.0004699328908719,127.0583753518838,37.65041785880501
4801,4801,미래신경과의원,의원,영업중,"서울특별시 노원구 한글비석로24길 63, 중앙의원 (상계동)",신경과,02-939-1115,0,1,0,0.0001685744026154,127.07063370021903,37.6632242174227
4802,4802,함소아한의원,한의원,영업중,"서울특별시 노원구 노해로 488, 근호빌딩 6층 (상계동)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",02-932-0600,0,2,0,0.0006778784691281,127.0592671908832,37.65432111856193
4803,4803,공릉치과의원,치과의원,영업중,"서울특별시 노원구 동일로 1045 (공릉동, 세종빌딩)",치과,02-974-1669,0,1,0,0.0001443670672447,127.07047514102273,37.62339766452624
4804,4804,유영근이비인후과의원,의원,영업중,"서울특별시 노원구 한글비석로 470 (상계동, 동서기업빌딩)",이비인후과,02-951-0175,0,4,0,0.0001103306402292,127.06309661649934,37.66471779509906
4805,4805,남서울내과의원,의원,영업중,"서울특별시 노원구 노해로 488, 근호빌딩 4층,7층 (상계동)",내과,938-0875,0,24,0,0.0017630248024704,127.0592671908832,37.65432111856193
4806,4806,노원이서진내과의원,의원,영업중,"서울특별시 노원구 월계로 334, 2층 (월계동, 그랑디오피스텔)",내과,942-8275,0,11,0,0.0005912618827186,127.05488156527316,37.62884869226747
4807,4807,김대현내과의원,의원,영업중,"서울특별시 노원구 동일로191길 28, 2층 (공릉동)","내과, 소아청소년과, 이비인후과, 피부과",02-979-0902,0,1,0,0.0001509806939649,127.0684698009943,37.62511885985484
4808,4808,추교영내과의원,의원,영업중,"서울특별시 노원구 공릉로 144, 2층 (공릉동, 공릉빌딩)","내과, 신경과, 정형외과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과",977-7532,0,1,0,0.0002909264969382,127.07665059102864,37.622649961093735
4809,4809,당고개정형외과의원,의원,영업중,"서울특별시 노원구 덕릉로126길 11, 4층 (상계동, 신천지빌딩)","내과, 정형외과, 신경외과, 소아청소년과, 피부과, 비뇨의학과, 재활의학과",933-5006,0,3,0,0.0004461457583039,127.07882967206042,37.67067174800597
4810,4810,영치과의원,치과의원,영업중,"서울특별시 노원구 공릉로34길 34, 2층 (공릉동, 서광빌딩)",치과,977-2875,0,1,0,0.0001460661481424,127.07813102745008,37.622967300854434
4811,4811,송내과의원,의원,영업중,서울특별시 노원구 동일로 1669 (상계동),내과,3392-2275,0,1,0,0.0002368847625785,127.051965932277,37.67747555684464
4812,4812,이앤정정신건강의학과의원,의원,영업중,"서울특별시 노원구 동일로 1345, 2층 204호 (상계동, 인천빌딩)","신경과, 정신건강의학과, 가정의학과",939-0909,0,2,0,0.0001816920379333,127.0589892034166,37.648689627333205
4813,4813,조가정의학과의원,의원,영업중,"서울특별시 노원구 마들로 111 (월계동, 삼호나상가 211호)",가정의학과,978-2440,0,1,0,0.0001015794601216,127.06252574399151,37.62459058620905
4814,4814,문미호소아과의원,의원,영업중,"서울특별시 노원구 섬밭로 229, 208호 (하계동, 벽산상가)",소아청소년과,02-977-4695,0,1,0,9.427158529271922e-05,127.06135371409788,37.635445287560806
4815,4815,반석치과의원,치과의원,영업중,"서울특별시 노원구 상계로1길 38-11 (상계동, 우창프라자)",치과,02-936-9075,0,1,0,0.0002411598693534,127.05949353683113,37.65799419356842
4816,4816,석계탑치과의원,치과의원,영업중,"서울특별시 노원구 마들로 31, 주상가동 3층 (월계동, 그랑빌아파트)",치과,971-7528,0,1,0,0.0002272749071785,127.06567798749116,37.61780285250248
4817,4817,한상호내과의원,의원,영업중,서울특별시 노원구 상계로 65 (상계동),내과,937-4313,0,1,0,0.0,127.05932784763203,37.656399587463575
4818,4818,바른최치과의원,치과의원,영업중,"서울특별시 노원구 동일로 1379, 다모아빌딩 301호 (상계동)","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",02-931-7405,0,1,0,9.938709767294428e-05,127.05798869729124,37.65180054758024
4819,4819,자모치과의원,치과의원,영업중,"서울특별시 노원구 동일로 1343, 동일프라자빌딩 (상계동)",치과,938-2800,0,2,0,0.0001002275032782,127.05909620227374,37.648492641760846
4820,4820,하늘별소아청소년과의원,의원,영업중,"서울특별시 노원구 한글비석로 263, 3층 (중계동, 성모빌딩)","내과, 외과, 소아청소년과, 이비인후과, 피부과",951-8811,0,1,0,0.0001403111967147,127.07357311622891,37.65121815786587
4821,4821,조우치과의원,치과의원,영업중,"서울특별시 노원구 동일로 1533, 백산빌딩 202호 (상계동)",치과,938-7466,0,1,0,9.90034342444274e-05,127.05432955323316,37.66534537079593
4822,4822,마평수치과의원,치과의원,영업중,"서울특별시 노원구 덕릉로83길 20-4, 3층 (중계동)",치과,936-1178,0,1,0,0.0002232007669614,127.07168370780973,37.6603718738593
4823,4823,류승관내과의원,의원,영업중,"서울특별시 노원구 공릉로46길 3, 302호 (공릉동, 평화타운)","내과, 소아청소년과, 가정의학과",974-2466,0,1,0,0.0001762111318116,127.0762757842298,37.62718117491567
4824,4824,박상호의원,의원,영업중,"서울특별시 노원구 동일로 1280, 201호 (중계동, 시영2단지상가)","내과, 소아청소년과, 이비인후과",02-496-9361,0,1,0,0.0001094354255626,127.0636775411688,37.642720897266194
4825,4825,유내과의원,의원,영업중,"서울특별시 노원구 마들로 31, 213호 (월계동, 그랑빌아파트)",내과,02-948-6097,0,1,0,9.083688412313952e-05,127.06567798749116,37.61780285250248
4826,4826,연세미페이스치과의원,치과의원,영업중,"서울특별시 노원구 동일로 1345, 401호 (상계동, 인천빌딩)",치과,931-8445,0,1,0,0.0004046735686499,127.0589892034166,37.648689627333205
4827,4827,상쾌한아침외과의원,의원,영업중,"서울특별시 노원구 동일로 1401, 7층 (상계동)",외과,3391-7775,9,1,7,0.0006494508360437,127.05744772624968,37.65356503151005
4828,4828,경희약손한의원,한의원,영업중,"서울특별시 노원구 노원로 3, 206호 (공릉동, 우토파크프라자)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과",02-976-9075,0,3,0,0.0002490706438557,127.08373028479312,37.62198677259907
4829,4829,서울이잘난치과교정과치과의원,치과의원,영업중,"서울특별시 노원구 동일로 1371, 현대프라자빌딩 203호 (상계동)",치과교정과,-2225,0,1,0,0.0002028300658759,127.05823069797972,37.65094550987023
4830,4830,전재현한의원,한의원,영업중,"서울특별시 노원구 석계로1길 22, 5층 (월계동, 흥우빌딩)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",02-914-4080,0,1,0,0.0003655947080024,127.06060436841712,37.61555771516608
